y_label,index,ADA预测值,ADA预测概率
1,35,1,0.6846479491965365
0,43,0,0.4882915011672247
0,54,0,0.3113074040103887
1,29,1,0.6923510496009166
1,9,1,0.5381935957030451
1,19,1,0.7218379912667571
1,3,1,0.5755293960432323
0,50,0,0.48783923100427923
0,53,0,0.25240485401199947
0,51,0,0.48783923100427923
1,23,1,0.7218379912667571
1,18,1,0.7218379912667571
0,45,0,0.29886603909870646
0,63,1,0.5673970494401918
1,6,1,0.5755293960432323
