y_label,index,RF预测值,RF预测概率
0,25,0,0.48482312785253984
1,21,1,0.55718276821218
1,28,1,0.5822693140193141
1,27,1,0.5907338837632957
1,15,1,0.5616821022115142
0,8,0,0.42585742688683886
0,22,0,0.43363448316389513
