y_label,index,ADA预测值,ADA预测概率
0,61,0,0.4994469129959672
0,51,1,0.5080417720455616
0,62,0,0.2953758637831057
1,26,1,0.6883202529669011
1,20,1,0.6815163892781629
1,12,1,0.5163430333163147
1,17,1,0.5105504745805354
1,32,1,0.684082988338969
1,37,1,0.5969359870678256
0,67,0,0.1989442461752907
0,40,0,0.3328415903473668
0,47,0,0.396558364645668
1,29,1,0.6883202529669011
1,2,1,0.5476156466663129
0,42,0,0.46249186540094345
