y_label,index,ADA预测值,ADA预测概率
0,22,0,0.14735543316194102
0,2,0,0.14735543316194102
1,28,1,0.99997751920656
0,26,0,0.14735543316194102
1,25,1,0.9999257586300261
1,13,1,0.9999963965600988
1,6,1,0.9999257586300261
