y_label,index,XGB预测值,XGB预测概率
0,10,0,0.2217414
1,8,1,0.5231011
1,31,1,0.85231304
1,21,1,0.9351552
0,20,0,0.3045946
0,18,0,0.35720843
1,22,1,0.9794759
