y_label,index,GBDT预测值,GBDT预测概率
1,36,1,0.6268955203215947
1,4,0,0.12508141280877771
0,47,0,0.09703804837206279
0,49,0,0.3570357325832248
1,24,1,0.9950520710815598
1,3,1,0.5094137139010338
1,35,1,0.9887765364572256
1,9,1,0.5772943397294877
0,58,0,0.20089779749581402
0,59,0,0.48456822502937186
1,17,1,0.9418497594035252
0,44,0,0.46864632041765586
0,66,1,0.9465763312601637
0,61,0,0.043366670832872205
1,19,1,0.9934448062350296
