y_label,index,RF预测值,RF预测概率
1,2,1,0.6761666666666667
1,16,1,0.5011666666666666
0,69,0,0.13166666666666665
1,29,1,0.9474999999999999
0,47,0,0.31066666666666665
0,45,0,0.42683333333333345
1,24,1,0.9966666666666667
0,57,0,0.15266666666666664
0,51,0,0.28350000000000003
1,6,1,0.7268333333333333
1,19,1,0.9330000000000002
0,65,0,0.4773333333333333
1,3,1,0.5415000000000001
1,13,1,0.54
0,62,0,0.41633333333333333
