y_label,index,ADA预测值,ADA预测概率
0,63,0,0.4096183090673563
0,53,0,1.6771912966489937e-06
0,43,0,0.0008335907173798272
1,13,1,0.8973300044028415
0,47,0,0.12543348306724741
0,49,1,0.9628619229094163
1,19,1,0.9894581285050129
1,6,1,0.9507316000902399
1,35,1,0.9927764022718532
1,2,1,0.9657262052577792
0,50,0,0.007813835867616692
0,55,0,2.189631356923777e-11
1,25,1,0.9855156858862559
1,22,1,0.9894581285050129
1,7,1,0.6822037265093003
