y_label,index,GBDT预测值,GBDT预测概率
1,29,1,0.9993625938718642
1,26,1,0.9992408079247532
0,45,0,0.3199749347191151
0,50,0,0.010272391578793063
0,59,0,0.001751582014124851
1,1,1,0.5279343826163014
0,65,1,0.9958522522540614
0,66,1,0.998811955539676
0,55,0,0.0006279625464704064
1,9,1,0.9970429111648237
1,24,1,0.9988859640583363
1,18,1,0.9988859640583363
0,68,0,0.0005439429808096876
1,6,1,0.5520423752399021
1,22,1,0.9988859640583363
