y_label,index,GBDT预测值,GBDT预测概率
1,7,1,0.7656246740875076
1,4,1,0.5228303170180815
1,0,1,0.6728068135003686
0,56,0,0.1746270773892857
0,54,0,0.07299496318894018
0,49,1,0.6729912708953618
1,23,1,0.8464647264970679
0,40,0,0.3893327041541197
1,28,1,0.8207187650865021
1,27,1,0.8207187650865021
0,60,0,0.1458191568388568
0,45,0,0.4890743437332128
1,29,1,0.8207187650865021
0,53,0,0.3338208510507983
1,12,1,0.5819749838484911
