y_label,index,RF预测值,RF预测概率
0,70,0,0.1608463179154082
0,68,0,0.1608463179154082
1,2,1,0.5859549691429377
0,44,0,0.36442514982550966
1,22,1,0.8810858317976173
0,55,0,0.32354714109626775
1,32,1,0.8148811413710765
1,26,1,0.8900441893749648
1,38,1,0.6542819607301728
0,59,0,0.31236340327910467
1,27,1,0.8900441893749648
0,54,0,0.32354714109626775
1,23,1,0.8885640926671826
1,9,1,0.6112076831146392
0,64,0,0.46397174427299254
